record_id,organization_name,title,job_url,source_type,source_provider,rejection_reason
37,Www1,About Applied<About AppliedWho We AreLeadershipSustainabilityGlobal OfficesSecurity,https://www1.appliedsystems.com/en-us/about-us/about-applied/,ats,icims,title_is_navigation
37,Www1,Leadership,https://www1.appliedsystems.com/en-us/about-us/executive-team/,ats,icims,title_is_navigation
26,Alpha-sense,Compliance Analyst - Privacy Operations,https://job-boards.greenhouse.io/alphasense/jobs/8622015002,ats,greenhouse,title_is_navigation
38,Aptiv,Leadership Development Programs,https://www.aptiv.com/en/jobs/students/leadership-development-programs,static_html_listing,,title_is_navigation
71,Boomerangfx,"Mississauga, ONSenior IT Infrastructure SpecialistLearn more",https://www.boomerangfx.com/careers/senior-infrastructure-specialist,static_html_listing,,title_is_sentence
71,Boomerangfx,"Misssissauga, ONSenior Sales ManagerLearn more",https://www.boomerangfx.com/careers/senior-sales-manager,static_html_listing,,title_is_sentence
71,Boomerangfx,RemoteRemote Account Executive – Commission Only | $250K–$1M+ Potential | Global SaaS & AILearn more,https://www.boomerangfx.com/careers/remote-account-executive---commission-only-250k--1m-potential-global-saas-ai,static_html_listing,,title_is_sentence
71,Boomerangfx,"Miami, FLRegional Sales Director (Miami)Learn more",https://www.boomerangfx.com/careers/regional-sales-director-miami,static_html_listing,,title_is_sentence
71,Boomerangfx,"Mississauga, ONRegional Sales Director (Mississauga)Learn more",https://www.boomerangfx.com/careers/regional-sales-director,static_html_listing,,title_is_sentence
71,Boomerangfx,RemoteBusiness Development RepresentativeLearn more,https://www.boomerangfx.com/careers/business-development-representative,static_html_listing,,title_is_sentence
71,Boomerangfx,"Mississauga, ONCustomer Success Manager - eLearnLearn more",https://www.boomerangfx.com/careers/customer-success-manager-elearn,static_html_listing,,title_is_sentence
71,Boomerangfx,"Mississauga, ONCustomer Success Manager - Medical AestheticsLearn more",https://www.boomerangfx.com/careers/customer-success-manager,static_html_listing,,title_is_sentence
71,Boomerangfx,"Mississauga, ONAccountantLearn more",https://www.boomerangfx.com/careers/accountant,static_html_listing,,title_is_sentence
71,Boomerangfx,"Mississauga, ONPractice ConsultantLearn more",https://www.boomerangfx.com/careers/practice-consultant,static_html_listing,,title_is_sentence
78,Butterflymx,ResourcesCustomer reviewsCustomer case studiesResidents & tenantsProperty managersInstallersInstallation photosFact sheetsEbooksEventsPressCareersAbout usPartners,https://butterflymx.com/resources/,static_html_listing,,title_is_navigation
82,Careers,Career areasDonor Centre Associate (Blood Collection)Driver/Material HandlerRegistered Nurse,https://careers.blood.ca/,static_html_listing,,title_is_navigation
82,Careers,Registered Nurse,https://careers.blood.ca/go/Registered-Nurse/2639817/,static_html_listing,,title_is_navigation
95,Certn,Our leadership,https://certn.co/leadership/,ats,ashby,title_is_navigation
94,Cdmsmith,"Experienced ProfessionalsAdvance your expertise with us. From leadership opportunities to cutting-edge technology and collaborative teams, create your legacy.Learn More",https://www.cdmsmith.com/en/careers/experienced-professionals,static_html_listing,,title_is_navigation
94,Cdmsmith,Leadership AcademyTake self-paced courses or join intensive specialty programs to hone leadership at every stage.,,static_html_listing,,title_is_navigation
94,Cdmsmith,Leadership Academy,,static_html_listing,,title_is_navigation
134,Datassential,2026 Sales Leadership AwardsAnnual recognition program of Sales and RevOps leaders using data to drive real growth,https://datassential.com/food-and-beverage-sales-leadership-awards/,ats,workable,title_is_navigation
132,Dwavequantum,CompanyCompanyWe are the practical quantum computing company. Learn more about who we are and what we do.About D-WaveNewsroomLeadershipCareersMedia ResourcesContact,https://www.dwavequantum.com/company/about-d-wave/,ats,rippling,title_is_navigation
132,Dwavequantum,Leadership,https://www.dwavequantum.com/company/leadership/,ats,rippling,title_is_navigation
89,Capgemini,"NewslinkNewsSee our latest news, and stories from across the business, and explore our archives.Learn morePress releasesAnalyst recognitionClient storiesInside storiesSocial mediaEvents",https://www.capgemini.com/news/,static_html_listing,,title_is_sentence
89,Capgemini,"NewsNewsSee our latest news, and stories from across the business, and explore our archives.Learn morePress releasesAnalyst recognitionClient storiesInside storiesSocial mediaEvents",https://www.capgemini.com/news/,static_html_listing,,title_is_sentence
140,Dt,Who We AreWho We AreCloseWho We AreWho We AreOpenWho We AreWho We AreOur StoryA history of industry leadershipand travel innovationDirect ImpactNewsroomCareersLocations,https://www.dt.com/about-us/,static_html_listing,,title_is_navigation
140,Dt,Our StoryA history of industry leadershipand travel innovation,https://www.dt.com/about-us/,static_html_listing,,title_is_navigation
140,Dt,Our StoryA history of industry leadership and travel innovation,https://www.dt.com/about-us/,static_html_listing,,title_is_navigation
138,Careers,Cookie consent manager,https://careers.deloitte.ca/#cookieManagerModal,static_html_listing,,title_is_navigation
166,Exeevo,About UsLeadershipPartnersPressOur PeopleCareers,https://exeevo.com/about-us/,ats,bamboohr,title_is_navigation
166,Exeevo,Leadership,https://exeevo.com/about-us/leadership/,ats,bamboohr,title_is_navigation
178,Forwardfinancing,About UsExecutive TeamTechnologyComplianceNewsLocations,https://www.forwardfinancing.com/about-us/,static_html_listing,,title_is_navigation
178,Forwardfinancing,Executive Team,https://www.forwardfinancing.com/about-us/executive-team/,static_html_listing,,title_is_navigation
185,Gflenv,"Account ManagerJob LocationSurrey, BC, CanadaApply Now",https://careers.gflenv.com/account-manager/job/268B9BF11B121D055C74DEFF0FFB33D0,static_html_listing,,title_is_cta
185,Gflenv,"Recycling Lead HandJob LocationWinnipeg, MB, CanadaApply Now",https://careers.gflenv.com/recycling-lead-hand/job/76A255C2CE86BC6CAF9490C8B0651F6C,static_html_listing,,title_is_cta
185,Gflenv,"Billing AdministratorJob LocationPickering, ON, CanadaApply Now",https://careers.gflenv.com/billing-administrator/job/A7C265EDABB00DA0313066519C572AAB,static_html_listing,,title_is_cta
169,Careers,Cookie Consent Manager,https://careers.ey.com/#cookieManagerModal,static_html_listing,,title_is_navigation
187,About,CompanyAboutJobsEventsLeadershipHandbookInvestor relationsTrust CenterAI Transparency CenterNewsletterPress,https://about.gitlab.com/company/,static_html_listing,,title_is_navigation
187,About,Leadership,https://about.gitlab.com/company/team/e-group/,static_html_listing,,title_is_navigation
187,About,Industry-leading leadership development programs,,static_html_listing,,title_is_navigation
197,Careers,Leadership,https://www.guidewire.com/about/leadership,static_html_listing,,title_is_navigation
197,Careers,AboutAboutCareersCorporate SustainabilityEventsGet in TouchLeadershipPress Center,https://www.guidewire.com/about,static_html_listing,,title_is_navigation
210,Global,Leadership Team,https://global.hitachi-solutions.com/about/na-leadership/,ats,smartrecruiters,title_is_navigation
221,Infoblox,Why InfobloxWhy InfobloxMarket LeadershipCustomersInfoblox Threat Intel,https://www.infoblox.com/company/why-infoblox/,ats,oracle,title_is_navigation
221,Infoblox,Market Leadership,https://www.infoblox.com/company/why-infoblox/market-leadership/,ats,oracle,title_is_navigation
221,Infoblox,Leadership,https://www.infoblox.com/company/#our-people,ats,oracle,title_is_navigation
216,Careers,ICON Leadership,https://careers.iconplc.com/icon-leadership,static_html_listing,,title_is_navigation
225,Invertbio,Leadership,https://invertbio.com/solutions/leadership,ats,ashby,title_is_navigation
232,Jitterbit,Leadership,https://www.jitterbit.com/leadership/,static_html_listing,,title_is_navigation
242,Kinaxis,"About usCareersContact usEnvironmental, Social and GovernanceEventsInvestor relationsLeadershipNewsroomPartners",https://www.kinaxis.com/en/about,static_html_listing,,title_is_navigation
242,Kinaxis,Leadership,https://www.kinaxis.com/en/leadership,static_html_listing,,title_is_navigation
257,Leveragetek,AboutAbout UsOur TeamOur ValuesOur ApproachCommunity InvolvementCareers At LeverageTekConsultant TestimonialsCustomer Testimonials,https://leveragetek.ca/en/about-us/careers-at-leveragetek/,static_html_listing,,title_is_navigation
303,Okta,Leadership,https://www.okta.com/company/leadership/,static_html_listing,,title_is_navigation
321,Planet,"About UsRocket scientists, software engineers, creatives, business strategists, and researchers.",https://www.planet.com/company/,static_html_listing,,title_is_navigation
321,Planet,"Our TeamRocket scientists, software engineers, creatives, business strategists, and researchers.",https://www.planet.com/company/#team,static_html_listing,,title_is_navigation
324,Powertakeoff,"Communication: Exhibit effective communication skills suitable for diverse audiences, including at the client’s senior leadership level.",,ats,rippling,title_is_navigation
324,Powertakeoff,"Provide leadership, mentorship, and guidance, fostering a culture of collaboration, accountability, continuous improvement, innovation, and success",,ats,rippling,title_is_navigation
324,Powertakeoff,"Exceptional leadership and interpersonal skills, with the ability to build and motivate high-performing teams in a fast-paced and dynamic environment",,ats,rippling,title_is_navigation
324,Powertakeoff,"Communicate and report out regularly to the Executive Team on program performance, status updates, key flags, and issues of strategic importance",,ats,rippling,title_is_navigation
324,Powertakeoff,Respond quickly to requests from the Executive Team and/or Board operational efficiency,,ats,rippling,title_is_navigation
324,Powertakeoff,Ambition and aptitude to grow into a sales or client management leadership role,,ats,rippling,title_is_navigation
324,Powertakeoff,"Provide leadership, mentorship, and guidance to the commercialization team, fostering a culture of collaboration, accountability, innovation, and success",,ats,rippling,title_is_navigation
324,Powertakeoff,"Leadership experience growing, managing, and motivating a team in a highly dynamic environment.",,ats,rippling,title_is_navigation
324,Powertakeoff,Provide internal thought leadership for M&V service products.,,ats,rippling,title_is_navigation
324,Powertakeoff,"Provide leadership, mentorship, and guidance, fostering a culture of collaboration, accountability, innovation, and success",,ats,rippling,title_is_navigation
324,Powertakeoff,"Leadership & Team Development:Proven experience leading cross-functional teams, mentoring staff, and driving program success.",,ats,rippling,title_is_navigation
324,Powertakeoff,"Leadership and Team Management:Proven experience managing technical teams, with a focus on mentorship, workload balance, and skill development.",,ats,rippling,title_is_navigation
346,Randgroup,AboutOverviewLeadershipCareersLocations,https://www.randgroup.com/overview/,ats,icims,title_is_navigation
346,Randgroup,Leadership,https://www.randgroup.com/leadership/,ats,icims,title_is_navigation
346,Randgroup,AboutOverviewLeadershipCareersLocationsInsightsSupport,https://www.randgroup.com/overview/,ats,icims,title_is_navigation
362,Roberthalf,Leadership,https://www.roberthalf.com/ca/en/about/leadership,static_html_listing,,title_is_navigation
353,Redswan,Position:RIA RepresentativeWe are currently looking for an RIA Representative. We require you to have FINRA series 65.Type:RemoteOccupation:Part-timeapply nowapply now,https://redswan.io/application/?position=RIA%20Representative%20,static_html_listing,,title_is_sentence
353,Redswan,Position:Broker Dealer RepresentativeWe are currently looking for Broker-Dealer Representative. We require you to have FINRA series 7 or equivalent.Type:OfficeOccupation:Full-timeapply nowapply now,https://redswan.io/application/?position=Broker%20Dealer%20Representative,static_html_listing,,title_is_sentence
353,Redswan,Position:Senior Financial OfficerWe are currently looking for Senior Financial Officer. Please have relevant experience you can show to apply.Type:RemoteOccupation:Part-timeapply nowapply now,https://redswan.io/application/?position=Senior%20Financial%20Officer,static_html_listing,,title_is_sentence
384,Careers,COOKIE CONSENT MANAGER,https://careers.skyworksinc.com/#cookieManagerModal,static_html_listing,,title_is_navigation
392,Sophos,Manager Channel Sales (m/f/d) - with leadership responsibility,https://jobs.lever.co/sophos/f39198c2-f409-49cc-937b-a8658e8c91c9,ats,lever,title_is_navigation
430,Telesat,CompanyAbout UsBlog – The Critical LinkCareersConsulting ServicesEventsHistoryInvestorsLeadership TeamPress,https://www.telesat.com/careers/,static_html_listing,,title_is_navigation
430,Telesat,Leadership Team,https://www.telesat.com/leadership-team/,static_html_listing,,title_is_navigation
429,Teladochealth,Leadership,https://www.teladochealth.ca/about/leadership,static_html_listing,,title_is_navigation
429,Teladochealth,Leadership,https://www.teladochealth.ca/about/leadership/,static_html_listing,,title_is_navigation
442,Thomascavanagh,"Support at Every Stage:HR, Health & Safety, and leadership teams help you map out your goals and get where you want to go.",,static_html_listing,,title_is_navigation
442,Thomascavanagh,Sales and Marketing Manager – Patten Homes | #0037,https://thomascavanagh.ca/careers/ottawa-west-area-13-sales-and-marketing-manager-patten-homes-0037/,static_html_listing,,title_is_navigation
442,Thomascavanagh,Sales Representative – New Home Sales,https://thomascavanagh.ca/careers/ottawa-west-area-13-sales-representative-new-home-sales/,static_html_listing,,title_is_navigation
435,Careers,Interns & Entry LevelInternsEntry LevelLeadership Development Program,https://careers.textron.com/interns-and-entry-level/,ats,taleo,title_is_navigation
435,Careers,Leadership Development Program,https://careers.textron.com/leadership-development-program/,ats,taleo,title_is_navigation
462,Careers,"Gartner® Magic Quadrant™ for AI-Augmented Software Testing Tools ReportSee why UiPath was named a Leader and how your team can test faster, safer, smarter.Read report",https://www.uipath.com/resources/automation-analyst-reports/gartner-magic-quadrant-ai-augmented-software-testing-tools,ats,ashby,title_is_navigation
462,Careers,Deep diveEvents and webinarsCustomer storiesDemos and videosWhite papersAnalyst reportsBlogSee all resources,https://www.uipath.com/events,ats,ashby,title_is_sentence
462,Careers,Developer homeStart here to explore all the ways you can build and deploy agents.,https://www.uipath.com/developers,ats,ashby,title_is_navigation
458,Tropicanabrandsgroup,Leadership,https://www.tropicanabrandsgroup.com/leadership,static_html_listing,,title_is_navigation
482,Vrize,We are seeking a highly skilled and experienced Full Stack Developer to join our dynamic team.,,static_html_listing,,title_is_sentence
482,Vrize,We are looking for a QA Engineer with strong experience in both Automation and Manual Testing to ensure high-quality software delivery.,,static_html_listing,,title_is_sentence
488,Careers,"Assistant Plant Operations Manager – Fresh Food ManufacturingReq-202604009071Job LocationUpper Marlboro, MDFull TimeFacilities LeadershipApply Now",https://careers.wholefoods.com/assistant-plant-operations-manager-fresh-food-manufacturing/job/PAF-WFM-375521B5-780D-4C86-B81F-0EAE5374FF01_1850_1779147616_0,static_html_listing,,title_is_navigation
488,Careers,"Assistant Store Manager (Associate Store Team Leader)Req-202606012308Job LocationLakewood, COFull TimeStore LeadershipApply Now",https://careers.wholefoods.com/assistant-store-manager-associate-store-team-leader/job/PAF-WFM-2BD7E54D-E08F-4B96-89A1-7B36D373F0FE_7371_1785183537_0,static_html_listing,,title_is_navigation
488,Careers,"Assistant Store Manager (Associate Store Team Leader)Req-202607002365Job LocationDarien, CTFull TimeStore LeadershipApply Now",https://careers.wholefoods.com/assistant-store-manager-associate-store-team-leader/job/PAF-WFM-71FF5E07-1ACF-456D-8F2B-1D5920449B15_5570_1783485931_0,static_html_listing,,title_is_navigation
488,Careers,"Assistant Store Manager (Associate Store Team Leader) -Central NJ MetroReq-202607002357Job LocationMetuchen, NJFull TimeStore LeadershipApply Now",https://careers.wholefoods.com/assistant-store-manager-associate-store-team-leader-central-nj-metro/job/PAF-WFM-4B5DF492-5BF1-4442-BFA8-08AFFA6E5FAD_6909_1783485931_0,static_html_listing,,title_is_navigation
488,Careers,"Assistant Store Manager (Associate Store Team Leader) -Northern NJ MetroReq-202607002354Job LocationParamus, NJFull TimeStore LeadershipApply Now",https://careers.wholefoods.com/assistant-store-manager-associate-store-team-leader-northern-nj-metro/job/PAF-WFM-8BA9F179-5CB4-4494-9EEF-29D11477EC74_5561_1783485931_0,static_html_listing,,title_is_navigation
488,Careers,"Assistant Store Manager (Associate Store Team Leader) –  Sonoma CountyReq-202606011624Job LocationSonoma, CAFull TimeStore LeadershipApply Now",https://careers.wholefoods.com/assistant-store-manager-associate-store-team-leader-sonoma-county/job/PAF-WFM-B152F3CD-A23B-4D91-AB80-CF0B7E7318B9_5618_1782243304_0,static_html_listing,,title_is_navigation
488,Careers,"Assistant Store Manager (Associate Store Team Leader)- NYC/Brooklyn MetroReq-202607002360Job LocationNew York, NYFull TimeStore LeadershipApply Now",https://careers.wholefoods.com/assistant-store-manager-associate-store-team-leader-nyc-brooklyn-metro/job/PAF-WFM-8967A559-669C-435F-9192-45F8D6D901E7_1035_1783485931_0,static_html_listing,,title_is_navigation
488,Careers,"Associate Store Team LeaderReq-202607009669Job LocationOakland, CAFull TimeStore LeadershipApply Now",https://careers.wholefoods.com/associate-store-team-leader/job/PAF-WFM-73B0F4F0-8423-46EA-AFC3-80E97FD7B421_3633_1784950502_0,static_html_listing,,title_is_navigation
488,Careers,"Associate Store Team LeaderReq-202607005707Job LocationMonterey, CAFull TimeStore LeadershipApply Now",https://careers.wholefoods.com/associate-store-team-leader/job/PAF-WFM-80D1425B-DE4F-48FE-B580-82BEC163E9B5_4653_1784172902_0,static_html_listing,,title_is_navigation
