record_id,organization_name,source_type,source_provider,source_listing_url,job_id,title,location,department,employment_type,work_arrangement,salary_min,salary_max,currency,posted_date,closing_date,description,job_url,application_url,application_email,application_method,first_seen,last_seen,status,content_hash
33,Anaplan,static_html_listing,,https://www.anaplan.com/careers/,,Explore industry researchExplore analyst insights that shape the future of sales and revenue planningLearn more,,,,,,,,,,,https://www.anaplan.com/solution/sales-industry-research/,,,,2026-07-29T01:04:35.069215+00:00,2026-07-29T01:04:35.069215+00:00,active,
33,Anaplan,static_html_listing,,https://www.anaplan.com/careers/,,"Meet Anaplan Supply Chain AnalystBe alerted to risks, run impact scenarios, and coordinate new plans with Anaplan’s AI agent for supply chain planningLearn more",,,,,,,,,,,https://www.anaplan.com/platform/intelligent-role-based-agents/#supply-chain-tab,,,,2026-07-29T01:04:35.069215+00:00,2026-07-29T01:04:35.069215+00:00,active,
33,Anaplan,static_html_listing,,https://www.anaplan.com/careers/,,Meet Anaplan Supply Chain Analyst,,,,,,,,,,,https://www.anaplan.com/platform/intelligent-role-based-agents/#supply-chain-tab,,,,2026-07-29T01:04:35.069215+00:00,2026-07-29T01:04:35.069215+00:00,active,
33,Anaplan,static_html_listing,,https://www.anaplan.com/careers/,,Explore industry researchExplore analyst insights that shape the future of supply chain planningLearn more,,,,,,,,,,,https://www.anaplan.com/solution/supply-chain-industry-research/,,,,2026-07-29T01:04:35.069215+00:00,2026-07-29T01:04:35.069215+00:00,active,
33,Anaplan,static_html_listing,,https://www.anaplan.com/careers/,,"Meet Anaplan Workforce AnalystIdentify workforce risks, understand the impact of headcount decisions, and get answers in real-time with Anaplan’s AI agent for smarter workforce planningLearn more",,,,,,,,,,,https://www.anaplan.com/platform/intelligent-role-based-agents/#workforce-tab,,,,2026-07-29T01:04:35.069215+00:00,2026-07-29T01:04:35.069215+00:00,active,
33,Anaplan,static_html_listing,,https://www.anaplan.com/careers/,,Meet Anaplan Workforce Analyst,,,,,,,,,,,https://www.anaplan.com/platform/intelligent-role-based-agents/#workforce-tab,,,,2026-07-29T01:04:35.069215+00:00,2026-07-29T01:04:35.069215+00:00,active,
33,Anaplan,static_html_listing,,https://www.anaplan.com/careers/,,Explore industry researchExplore analyst insights that shape the future of HR and workforce planningLearn more,,,,,,,,,,,https://www.anaplan.com/solution/hr-workforce-industry-research/,,,,2026-07-29T01:04:35.069215+00:00,2026-07-29T01:04:35.069215+00:00,active,
33,Anaplan,static_html_listing,,https://www.anaplan.com/careers/,,"Anaplan Connect 2026Transform decision-making in the era of AI. Join us at Anaplan Connect, a global event series for leaders who want to turn “what if” into “already done.”Learn more",,,,,,,,,,,https://www.anaplan.com/connect/,,,,2026-07-29T01:04:35.069215+00:00,2026-07-29T01:04:35.069215+00:00,active,
33,Anaplan,static_html_listing,,https://www.anaplan.com/careers/,,Leadership,,,,,,,,,,,https://www.anaplan.com/about/leadership/,,,,2026-07-29T01:04:35.069215+00:00,2026-07-29T01:04:35.069215+00:00,active,
39,Aquanow,static_html_listing,,https://www.aquanow.com/careers,,"Professional ServicesAdvisory, integration, and deployment services.",,,,,,,,,,,https://www.aquanow.com/professional-services,,,,2026-07-29T01:04:35.069215+00:00,2026-07-29T01:04:35.069215+00:00,active,
39,Aquanow,static_html_listing,,https://www.aquanow.com/careers,,API DocumentationDeveloper guides for integrating Aquanow’s trading infrastructure into your platform.,,,,,,,,,,,https://docs.aquanow.io/aquanow,,,,2026-07-29T01:04:35.069215+00:00,2026-07-29T01:04:35.069215+00:00,active,
37,Www1,ats,icims,https://www1.appliedsystems.com/en-us/about-us/careers/,,About Applied<About AppliedWho We AreLeadershipSustainabilityGlobal OfficesSecurity,,,,,,,,,,,https://www1.appliedsystems.com/en-us/about-us/about-applied/,,,,2026-07-29T01:04:35.069215+00:00,2026-07-29T01:04:35.069215+00:00,active,
37,Www1,ats,icims,https://www1.appliedsystems.com/en-us/about-us/careers/,,Leadership,,,,,,,,,,,https://www1.appliedsystems.com/en-us/about-us/executive-team/,,,,2026-07-29T01:04:35.069215+00:00,2026-07-29T01:04:35.069215+00:00,active,
26,Alpha-sense,ats,greenhouse,https://www.alpha-sense.com/careers/,8610306002,"Account Executive, Financial Services","London, Greater London, England, United Kingdom",Financial Services Sales,,,,,,2026-07-23T14:21:24-04:00,,"<div class=""content-intro""><h2><strong>About AlphaSense:&nbsp;</strong></h2>
<p style=""text-align: justify;""><span style=""font-size: 12pt;"">The world’s most sophisticated companies rely on AlphaSense to remove uncertainty from decision-making. With market intelligence and search built on proven AI, AlphaSense delivers insights that matter from content you can trust. Our universe of public and private content includes equity research, company filings, event transcripts, expert calls, news, trade journals, and clients’ own research content. </span></p>
<p style=""text-align: justify;""><span style=""font-size: 12pt;"">The acquisition of Tegus by AlphaSense in 2024 advances our shared mission to empower professionals to make smarter decisions through AI-driven market intelligence. Together, AlphaSense and Tegus will accelerate growth, innovation, and content expansion, with complementary product and content capabilities that enable users to unearth even more comprehensive insights from thousands of content sets. Our platform is trusted by over 6,000 enterprise customers, including a majority of the S&amp;P 500. Founded in 2011, AlphaSense is headquartered in New York City with more than 2,000 employees across the globe and offices in the U.S., U.K., Finland, India, Singapore, Canada, and Ireland. Come join us!</span></p></div><div class=""textLayer""><strong>About the Role</strong></div>
<div class=""textLayer"">&nbsp;</div>
<div class=""textLayer"">
<div class=""p-rich_text_section"">We’re seeking an entrepreneurial, high-performing New Business Sales Executive to fuel our continued expansion across London &amp; EMEA, focused on net-new logo acquisition within Financial Services (BuySide &amp; Sell Side Institutional Investment).<br>This is a rare opportunity to join a hyper-growth company where you will sell a category-defining GenAI&nbsp;platform that is transforming how the investment world accesses and interprets information. You will play&nbsp;a pivotal role in shaping our r",https://job-boards.greenhouse.io/alphasense/jobs/8610306002,,,,2026-07-29T01:04:35.069215+00:00,2026-07-29T01:04:35.069215+00:00,active,6761500148e9dbb5
26,Alpha-sense,ats,greenhouse,https://www.alpha-sense.com/careers/,8568712002," Account Executive, Life Sciences","London, Greater London, England, United Kingdom",Corporate Sales,,,,,,2026-07-23T14:21:24-04:00,,"<div class=""content-intro""><h2><strong>About AlphaSense:&nbsp;</strong></h2>
<p style=""text-align: justify;""><span style=""font-size: 12pt;"">The world’s most sophisticated companies rely on AlphaSense to remove uncertainty from decision-making. With market intelligence and search built on proven AI, AlphaSense delivers insights that matter from content you can trust. Our universe of public and private content includes equity research, company filings, event transcripts, expert calls, news, trade journals, and clients’ own research content. </span></p>
<p style=""text-align: justify;""><span style=""font-size: 12pt;"">The acquisition of Tegus by AlphaSense in 2024 advances our shared mission to empower professionals to make smarter decisions through AI-driven market intelligence. Together, AlphaSense and Tegus will accelerate growth, innovation, and content expansion, with complementary product and content capabilities that enable users to unearth even more comprehensive insights from thousands of content sets. Our platform is trusted by over 6,000 enterprise customers, including a majority of the S&amp;P 500. Founded in 2011, AlphaSense is headquartered in New York City with more than 2,000 employees across the globe and offices in the U.S., U.K., Finland, India, Singapore, Canada, and Ireland. Come join us!</span></p></div><h4>About the Life Sciences Vertical Team:</h4>
<p>The extraordinary AlphaSense Sales team is split into two parts: Corporate and Financial Services. Our Corporate Sales Team is verticalised with a focus on the Fortune 1000 in the subsequent sectors: Life Sciences, Technology, Media, &amp; Telecoms, Energy &amp; Industrials, Consulting &amp; Professional services, and Consumer Packaged Goods. This Account Executive role is focused on the Life Sciences Industry.</p>
<h4 style=""line-height: 1;""><br>About the Role:</h4>
<p>We are looking for an experienced, driven and accomplished sales professional with vertical knowledge in life sciences. You’ll join o",https://job-boards.greenhouse.io/alphasense/jobs/8568712002,,,,2026-07-29T01:04:35.069215+00:00,2026-07-29T01:04:35.069215+00:00,active,00c9f445626e9343
26,Alpha-sense,ats,greenhouse,https://www.alpha-sense.com/careers/,8169790002,"Account Executive, New Business ",Remote - United States,Financial Services Sales,,,,,,2026-07-28T16:20:53-04:00,,"<div class=""content-intro""><h2><strong>About AlphaSense:&nbsp;</strong></h2>
<p style=""text-align: justify;""><span style=""font-size: 12pt;"">The world’s most sophisticated companies rely on AlphaSense to remove uncertainty from decision-making. With market intelligence and search built on proven AI, AlphaSense delivers insights that matter from content you can trust. Our universe of public and private content includes equity research, company filings, event transcripts, expert calls, news, trade journals, and clients’ own research content. </span></p>
<p style=""text-align: justify;""><span style=""font-size: 12pt;"">The acquisition of Tegus by AlphaSense in 2024 advances our shared mission to empower professionals to make smarter decisions through AI-driven market intelligence. Together, AlphaSense and Tegus will accelerate growth, innovation, and content expansion, with complementary product and content capabilities that enable users to unearth even more comprehensive insights from thousands of content sets. Our platform is trusted by over 6,000 enterprise customers, including a majority of the S&amp;P 500. Founded in 2011, AlphaSense is headquartered in New York City with more than 2,000 employees across the globe and offices in the U.S., U.K., Finland, India, Singapore, Canada, and Ireland. Come join us!</span></p></div><p><strong>About The Role<br></strong><strong><br></strong>We are looking for an entrepreneurial, driven, and accomplished New Business Sales professional to join our growing US team, focused on selling to new logos across the Financial Services market. This is an opportunity to join a high-growth company and sell an award-winning product that is rapidly getting adopted across the market internationally, and this person will be able to make a significant contribution to the company’s growth and future success.<br><br><strong>Who You Are</strong><strong><br></strong></p>
<ul>
<li>5+ years of relevant sales experience with a B2B SaaS solution and a cust",https://job-boards.greenhouse.io/alphasense/jobs/8169790002,,,,2026-07-29T01:04:35.069215+00:00,2026-07-29T01:04:35.069215+00:00,active,35ea785cb5aadeb3
26,Alpha-sense,ats,greenhouse,https://www.alpha-sense.com/careers/,8613210002,"Account Manager, Corporate",Remote - United States,Customer Success,,,,,,2026-07-23T14:21:24-04:00,,"<div class=""content-intro""><h2><strong>About AlphaSense:&nbsp;</strong></h2>
<p style=""text-align: justify;""><span style=""font-size: 12pt;"">The world’s most sophisticated companies rely on AlphaSense to remove uncertainty from decision-making. With market intelligence and search built on proven AI, AlphaSense delivers insights that matter from content you can trust. Our universe of public and private content includes equity research, company filings, event transcripts, expert calls, news, trade journals, and clients’ own research content. </span></p>
<p style=""text-align: justify;""><span style=""font-size: 12pt;"">The acquisition of Tegus by AlphaSense in 2024 advances our shared mission to empower professionals to make smarter decisions through AI-driven market intelligence. Together, AlphaSense and Tegus will accelerate growth, innovation, and content expansion, with complementary product and content capabilities that enable users to unearth even more comprehensive insights from thousands of content sets. Our platform is trusted by over 6,000 enterprise customers, including a majority of the S&amp;P 500. Founded in 2011, AlphaSense is headquartered in New York City with more than 2,000 employees across the globe and offices in the U.S., U.K., Finland, India, Singapore, Canada, and Ireland. Come join us!</span></p></div><p><strong>Location: </strong>US Remote (Eastern/Central Preferred)</p>
<p><strong>Reports to:</strong> Director, Account Management<br><br></p>
<p><strong>About the Team:</strong></p>
<p>Our Customer Success team is made up of Product Specialists and Account Managers who are passionate about helping our clients succeed. We partner with a diverse range of organizations, from Fortune 1000 companies to some of the largest financial institutions globally.</p>
<p>As a team, we are committed to providing value to our clients. We take a consultative approach to solve challenges through our product, ensuring our customers have the right data to make informed",https://job-boards.greenhouse.io/alphasense/jobs/8613210002,,,,2026-07-29T01:04:35.069215+00:00,2026-07-29T01:04:35.069215+00:00,active,44ca9776a06f7c0a
26,Alpha-sense,ats,greenhouse,https://www.alpha-sense.com/careers/,8615640002,"Account Manager, Corporate","London, Greater London, England, United Kingdom",Customer Success,,,,,,2026-07-23T14:21:24-04:00,,"<div class=""content-intro""><h2><strong>About AlphaSense:&nbsp;</strong></h2>
<p style=""text-align: justify;""><span style=""font-size: 12pt;"">The world’s most sophisticated companies rely on AlphaSense to remove uncertainty from decision-making. With market intelligence and search built on proven AI, AlphaSense delivers insights that matter from content you can trust. Our universe of public and private content includes equity research, company filings, event transcripts, expert calls, news, trade journals, and clients’ own research content. </span></p>
<p style=""text-align: justify;""><span style=""font-size: 12pt;"">The acquisition of Tegus by AlphaSense in 2024 advances our shared mission to empower professionals to make smarter decisions through AI-driven market intelligence. Together, AlphaSense and Tegus will accelerate growth, innovation, and content expansion, with complementary product and content capabilities that enable users to unearth even more comprehensive insights from thousands of content sets. Our platform is trusted by over 6,000 enterprise customers, including a majority of the S&amp;P 500. Founded in 2011, AlphaSense is headquartered in New York City with more than 2,000 employees across the globe and offices in the U.S., U.K., Finland, India, Singapore, Canada, and Ireland. Come join us!</span></p></div><p><strong>About the Team:</strong></p>
<p>The Customer Success team is composed of our Product Specialist group, a team of highly trained product experts as well as our Account Managers, who provide strategic guidance to our robust book of business, spanning from Fortune 1000 businesses to some of the largest financial institutions in the world.<br>&nbsp;First and foremost, the Customer Success team are value-added partners to our clients. We are extremely consultative in our approach and will do everything we can to solve client challenges through our product. We ensure that our clients have the right data at their fingertips to make the best busine",https://job-boards.greenhouse.io/alphasense/jobs/8615640002,,,,2026-07-29T01:04:35.069215+00:00,2026-07-29T01:04:35.069215+00:00,active,e91aff73a6b31f6b
